name,image,availability,deckcode,type,subtype,rarity,attribute,class,cost,power,health,uses,ability,aactivate,activate,aassemble,assemble,banish,abattle,battle,beastform,abetray,betray,abreakthrough,breakthrough,change,acharge,charge,aconsume,consume,copy,acover,cover,adrain,drain,aempower,empower,aequip,equip,aexalt,exalt,aexpertise,expertise,aguard,guard,aheal,heal,ainvade,invade,alastgasp,lastgasp,alethal,lethal,amobilize,mobilize,amove,move,apilfer,pilfer,plot,aprophecy,prophecy,arally,rally,aregenerate,regenerate,asacrifice,sacrifice,ashackle,shackle,shout,asilence,silence,aslay,slay,steal,asummon,summon,transform,atreasurehunt,treasurehunt,uniqueability,unsummon,aveteran,veteran,award,ward,awaxwane,waxwane,awounded
Ruthless Freebooter,LG-card-Ruthless Freebooter.png,Clockwork City,nt,Creature,Khajiit,Common,Agility,,2,2,2,,Treasure Hunt – Drain: +1/+1 and Drain. Treasure Hunt – Lethal: +1/+1 and Lethal.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Sadras Agent,LG-card-Sadras Agent.png,Core,nu,Creature,Dark Elf,Epic,,Assassin,4,4,2,,Guard Last Gasp: Summon a 2/1 Mournhold Guardian with Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Sahan,LG-card-Sai Sahan.png,Alliance War,uf,Creature,Redguard,Legendary,Agility,,7,6,3,,Immune to Wounded enemy creatures. Summon: Give all enemy creatures -1/-1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1
Sails-Through-Storms,LG-card-Sails-Through-Storms.png,Clockwork City,nv,Creature,Argonian,Legendary,Agility,,6,5,5,,Pilfer: Summon the top creature of your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvage,LG-card-Salvage.png,Alliance War,ug,Action,,Epic,Strength,,2,,,,Choose an item in your discard pile. Draw it and all items with the same name from your discard pile.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctuary Pet,LG-card-Sanctuary Pet.png,Dark Brotherhood,nw,Creature,Spider,Common,Agility,,3,2,2,,Lethal Summon: Shackle an enemy creature in this lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,
Sanctuary Raid,LG-card-Sanctuary Raid.png,Dark Brotherhood,nx,Action,,Common,Willpower,,7,,,,Destroy an enemy creature. Give all friendly creatures in its lane +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarethi Scion,LG-card-Sarethi Scion.png,Houses of Morrowind,ny,Creature,Dark Elf,Common,Strength,,1,1,1,,Rally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Savage Ogre,LG-card-Savage Ogre.png,Core,nz,Creature,Ogre,Common,Strength,,7,5,5,,Summon: Give a creature +5/+0 this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Scout's Report,LG-card-Scout's Report.png,Heroes of Skyrim,nA,Action,,Rare,,Scout,1,,,,Look at the top card of your deck. You may discard it. Draw a card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Patrol,LG-card-Scouting Patrol.png,Core,nB,Action,,Common,Willpower,,1,,,,Summon a 1/1 Imperial Grunt in each lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scroll Seeker,LG-card-Scroll Seeker.png,Clockwork City,nC,Creature,Breton,Common,Intelligence,,1,1,2,,Ward Treasure Hunt – Two actions: +1/+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
Scuttler,LG-card-Scuttler.png,Basic Card,nD,Creature,Reptile,Common,Strength,,1,1,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seasoned Captain,LG-card-Seasoned Captain.png,Monthly Card,uH,Creature,Redguard,Epic,Strength,,4,4,4,,"Rally When you Rally, also give a random item in your hand +1/+1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
Seducer Darkfire,LG-card-Seducer Darkfire.png,Isle of Madness,nE,Creature,Daedra,Rare,Willpower,,7,7,7,,Summon: Choose a cost. Your opponent can't play cards with the chosen cost.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Seeker of the Black Arts,LG-card-Seeker of the Black Arts.png,Moons of Elsweyr,vO,Creature,Khajiit,Common,Endurance,,2,2,3,,Pilfer: Discard the top three cards of your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seething Flesh Golem,LG-card-Seething Flesh Golem.png,Isle of Madness,pd,Creature,Daedra,Epic,Intelligence,,8,3,8,,"When Seething Flesh Golem attacks, deal damage equal to its power to all enemy creatures in this lane.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Seht's Masterwork,LG-card-Seht's Masterwork.png,Forgotten Hero Collection,nF,Support,"",Legendary,Neutral,,3,"","",Ongoing,"If you started the game with no duplicate cards in your deck, your cards cost 1 less.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senche Noble,LG-card-Senche Noble.png,Moons of Elsweyr,wk,Creature,Khajiit,Common,Strength,,6,7,4,,Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senche-raht Graveprowler,LG-card-Senche-raht Graveprowler.png,Moons of Elsweyr,wh,Creature,Khajiit,Epic,Strength,,6,5,5,,Pilfer: Consume a creature to gain power and health equal to the consumed creature's.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senche-Tiger,LG-card-Senche-Tiger.png,Core,nG,Creature,Beast,Common,Willpower,,6,4,7,,Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentinel Battlemace,LG-card-Sentinel Battlemace.png,Core,nH,Item,,Epic,,Battlemage,4,,,,Ward+4/+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Sentinel Reclaimer,LG-card-Sentinel Reclaimer.png,Monthly Card,xc,Creature,Redguard,Epic,Intelligence,,3,2,3,,Summon: Put a Steel Dagger and Steel Sword into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Septim Guardsman,LG-card-Septim Guardsman.png,Core,nI,Creature,Imperial,Rare,Willpower,,0,1,2,,Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serpentine Stalker,LG-card-Serpentine Stalker.png,Heroes of Skyrim,nJ,Creature,Dragon,Legendary,Agility,,4,4,4,,Slay: +2/+0 May move to attack creatures in the other lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
Servant of Dagoth,LG-card-Servant of Dagoth.png,Houses of Morrowind,nK,Creature,Ash Creature,Common,Strength,,5,4,4,,"Summon: If you have a creature with 5 power or more, +2/+2 and Guard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Servant of Ja-Kha'jay,LG-card-Servant of Ja-Kha'jay.png,Moons of Elsweyr,ww,Creature,Khajiit,Common,Endurance,,3,2,2,,Wax: +2/+2 Wane: Silence a creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
Seyda Neen Courier,LG-card-Seyda Neen Courier.png,Houses of Morrowind,nL,Creature,Dark Elf,Common,Intelligence,,2,0,1,,Summon: Equip a +3/+0 Steel Sword to a friendly creature.,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shadow Shift,LG-card-Shadow Shift.png,Core,nM,Action,,Common,Agility,,1,,,,Move a friendly creature. Draw a card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowfen Priest,LG-card-Shadowfen Priest.png,Core,nN,Creature,Argonian,Epic,Endurance,,5,4,4,,"Summon: Silence another creature, or destroy an enemy support.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
Shadowgreen Elder,LG-card-Shadowgreen Elder.png,Heroes of Skyrim,nO,Creature,Spriggan,Epic,Agility,,7,5,5,,Summon: Give other friendly Spriggans and Animals +2/+2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shadowmarking,LG-card-Shadowmarking.png,FrostSpark Collection,nP,Action,"",Epic,Agility,,3,"","",,Look at the top three cards of your deck. Choose one to put into your opponent's hand and draw the other two.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowmaster,LG-card-Shadowmaster.png,Heroes of Skyrim,nQ,Creature,Falmer,Epic,Agility,,3,3,3,,Summon: Give a friendly creature Cover. Your opponent can't target it with actions until your next turn.,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shadowmere,LG-card-Shadowmere.png,Dark Brotherhood,nR,Creature,Beast,Legendary,Neutral,,1,1,1,,"Charge Last Gasp: Shuffle Shadowmere into your deck, give it +3/+3, and increase its cost by 3.",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowscale Hunter,LG-card-Shadowscale Hunter.png,Alliance War,tN,Creature,Argonian,Rare,Agility,,3,4,3,,Veteran: Move.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Shadowscale Partisan,LG-card-Shadowscale Partisan.png,Heroes of Skyrim,nS,Creature,Argonian,Common,Agility,,3,2,2,,Lethal Summon: +0/+2 if you have another creature with Lethal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shalk Fabricant,LG-card-Shalk Fabricant.png,Clockwork City,nT,Creature,Fabricant,Common,Intelligence,,3,2,4,,"Guard Summon: If you have a Neutral card in play, put a random action into your hand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Sharp-Eyed Ashkhan,LG-card-Sharp-Eyed Ashkhan.png,Houses of Morrowind,nU,Creature,Dark Elf,Legendary,Strength,,6,6,6,,"Plot: Discard your hand, then draw three cards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharpshooter Scout,LG-card-Sharpshooter Scout.png,Core,nV,Creature,Wood Elf,Common,Strength,,1,1,1,,Prophecy Summon: Deal 1 damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shearpoint Dragon,LG-card-Shearpoint Dragon.png,Heroes of Skyrim,nX,Creature,Dragon,Rare,Agility,,6,4,4,,"Summon: Give a creature -2/-2. When you reduce a creature's power or health with another effect, reduce it by an extra 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Shield Breaker,LG-card-Shield Breaker.png,Heroes of Skyrim,nY,Item,,Common,Strength,,3,,,,+2/+2 Summon: An enemy creature loses Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shimmerene Peddler,LG-card-Shimmerene Peddler.png,Core,nZ,Creature,High Elf,Epic,Intelligence,,2,2,2,,"At the end of each turn, if you played two actions, draw a card.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Shining Saint,LG-card-Shining Saint.png,Isle of Madness,oa,Creature,Daedra,Common,Willpower,,2,2,2,,Summon: Give a creature -2/-0 this turn. It loses Cover.,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shivering Apothecary,LG-card-Shivering Apothecary.png,Madhouse Collection,ob,Creature,Imperial,Rare,Willpower,,4,2,2,,Summon: Summon a random elixir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shocking Wamasu,LG-card-Shocking Wamasu.png,Core,oc,Creature,Wamasu,Common,Intelligence,,8,4,4,,Summon: Deal 4 damage to a creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shornhelm Champion,LG-card-Shornhelm Champion.png,Core,od,Creature,Breton,Epic,,Sorcerer,5,3,3,,"Breakthrough, Ward When Shornhelm Champion's Ward is broken, he gains +3/+3.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Shrewd Strategist,LG-card-Shrewd Strategist.png,Moons of Elsweyr,vT,Creature,Imperial,Epic,Willpower,,4,4,5,,Summon: Consume a creature. Give all creatures in your hand and deck with the same name +2/+2.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shrieking Harpy,LG-card-Shrieking Harpy.png,Core,oe,Creature,Harpy,Rare,Intelligence,,2,2,1,,Prophecy Summon: Shackle an enemy creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,
Shrine Guardian,LG-card-Shrine Guardian.png,Houses of Morrowind,of,Creature,Daedra,Epic,Willpower,,8,8,8,,"Guard When your opponent summons a creature, reduce its power to 0 until the start of your turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Siege Catapult,LG-card-Siege Catapult.png,Core,og,Creature,Imperial,Epic,Endurance,,2,4,4,,Siege Catapult can't attack unless your side of its lane is full.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Siege Crawler,LG-card-Siege Crawler.png,Jaws of Oblivion,yC,Creature,Daedra,Epic,Neutral,,11,15,15,,Breakthrough,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siege of Stros M'Kai,LG-card-Siege of Stros M'Kai.png,Forgotten Hero Collection,oh,Action,"",Legendary,Neutral,,10,"","",,"If you started the game with no duplicate cards in your deck, play a random creature, item, support and action from your deck.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sightless Skulk,LG-card-Sightless Skulk.png,Heroes of Skyrim,oi,Creature,Falmer,Common,Agility,,4,4,3,,Summon: Draw a card if you have two other Agility creatures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Sigil Keeper,LG-card-Sigil Keeper.png,Jaws of Oblivion,xN,Creature,Daedra,Common,Intelligence,,4,3,4,,"Summon: Invade, then give Ward to all friendly Oblivion Gate Oblivion Gates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,
Silent Pilgrim,LG-card-Silent Pilgrim.png,Houses of Morrowind,oj,Creature,Dark Elf,Rare,Neutral,,3,1,1,,Summon: Draw a random multi-attribute card from your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Silt Strider,LG-card-Silt Strider.png,Houses of Morrowind,ok,Creature,Beast,Rare,Agility,,2,0,4,,"Prophecy, Guard Summon: Move a friendly creature to this lane.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Silvenar Tracker,LG-card-Silvenar Tracker.png,Core,ol,Creature,Wood Elf,Rare,Strength,,2,3,1,,Summon: Gains Charge if there is a Wounded enemy creature in this lane.,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
Sixth House Amulet,LG-card-Sixth House Amulet.png,Houses of Morrowind,om,Item,,Common,Intelligence,,1,,,,"+1/+1 Summon: If the wielder has 5 power or more, it gains a Ward.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,
Skar Drillmaster,LG-card-Skar Drillmaster.png,Houses of Morrowind,on,Creature,Redguard,Legendary,Strength,,6,5,5,,"Rally When Skar Drillmaster Rallies a creature, put a copy of the rallied creature into your hand with +1/+1.",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
Skaven Pyromancer,LG-card-Skaven Pyromancer.png,Core,oo,Creature,Redguard,Common,Strength,,3,2,3,,Summon: Deal 1 damage to all other creatures in this lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Skeevaton,LG-card-Skeevaton.png,Clockwork City,op,Creature,Automaton,Rare,Neutral,,3,2,2,,Summon: +1/+1 for each other Skeever you've summoned this game.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Skeever Infestation,LG-card-Skeever Infestation.png,Dark Brotherhood,oq,Action,,Rare,Strength,,3,,,,Summon a Skeever in each lane with power and health equal to the number of Infestations you've played. Shuffle two copies of this into your deck.,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeletal Dragon,LG-card-Skeletal Dragon.png,Heroes of Skyrim,or,Creature,Dragon,Legendary,Endurance,,8,5,5,,Guard Summon: Give all creatures in your discard pile +2/+2. Last Gasp: Draw another random creature from your discard pile.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Skeletal Mage,LG-card-Skeletal Mage.png,Moons of Elsweyr,vL,Creature,Skeleton,Rare,Intelligence,,7,3,5,,Summon: Consume a creature. Deal damage equal to its power to a creature.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Skeleton Champion,LG-card-Skeleton Champion.png,Houses of Morrowind,os,Creature,Skeleton,Epic,Endurance,,4,4,4,,Guard Summon: Give other friendly Skeletons +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Skilled Blacksmith,LG-card-Skilled Blacksmith.png,Core,ot,Creature,Redguard,Rare,Intelligence,,2,2,3,,Your items cost 1 less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Skingrad Patroller,LG-card-Skingrad Patroller.png,Basic Card,ou,Creature,Imperial,Common,Willpower,,2,3,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skinned Hound,LG-card-Skinned Hound.png,Isle of Madness,ov,Creature,Skeleton,Common,Endurance,,2,2,1,,Summon: Give a creature +0/+2 and Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Skirmisher's Elixir,LG-card-Skirmisher's Elixir.png,Core,ow,Support,,Rare,Strength,,4,,,3,Activate: Give a creature +2/+0 and Breakthrough.,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skooma Cat's Whimsy,LG-card-Skooma Cat's Whimsy.png,Monthly Card,yN,Support,,Epic,Neutral,,1,,,Ongoing,Your cards that didn't start in your deck cost 1 less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skooma Racketeer,LG-card-Skooma Racketeer.png,Core,ox,Creature,Khajiit,Rare,Agility,,3,2,2,,Summon: Give a creature Lethal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Skooma Underboss,LG-card-Skooma Underboss.png,Dark Brotherhood,oy,Creature,Khajiit,Common,Agility,,2,2,3,,Friendly Pilfer abilities are also Slay abilities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
Skyborn Dragon,LG-card-Skyborn Dragon.png,Heroes of Skyrim,oz,Creature,Dragon,Rare,Strength,,6,7,3,,Summon: Battle an enemy creature.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Skyforge,LG-card-Skyforge.png,Heroes of Skyrim,oA,Support,,Legendary,Strength,,3,,,3,"Activate: Equip a friendly creature with a Steel Dagger. If Skyforge has equipped 3 daggers, it changes into Underforge.",,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyshard,LG-card-Skyshard.png,Monthly Card,yT,Support,,Epic,Endurance,,3,"","",Ongoing,Summon: Draw a random creature from your deck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Skywatch Vindicator,LG-card-Skywatch Vindicator.png,Core,oB,Creature,High Elf,Epic,,Mage,6,4,4,,Summon: Deal 2 damage to an enemy creature or give a friendly creature +2/+2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Slaughterfish Spawning,LG-card-Slaughterfish Spawning.png,Core,oD,Action,,Rare,Neutral,,4,,,,Summon a Slaughterfish in each lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slinking Jackal,LG-card-Slinking Jackal.png,Moons of Elsweyr,wd,Creature,Beast,Common,Agility,,2,4,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sly Marshblade,LG-card-Sly Marshblade.png,Forgotten Hero Collection,oE,Creature,Argonian,Rare,Agility,,2,3,2,,Last Gasp: Draw a card if you have 7 or more max magicka.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smash and Grab,LG-card-Smash and Grab.png,Moons of Elsweyr,wv,Action,"",Rare,Willpower,,2,,,,Give friendly creatures with Pilfer +2/+0 and Breakthrough this turn.,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoked Baliwog Leg,LG-card-Smoked Baliwog Leg.png,Isle of Madness,po,Action,,Common,Endurance,,0,,,,Heal a creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smuggler Underboss,LG-card-Smuggler Underboss.png,Tamriel Collection,Bo,Creature,Breton,Epic,,House Hlaalu,4,4,3,,"Drain At the end of your turn, if you played three cards this turn, Smuggler Underboss is immune to damage until your next turn.",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
